Game 1: Player1=2, Player2=2, Winner=0
Game 4430: Player1=3, Player2=4, Winner=2
Game 4431: Player1=6, Player2=6, Winner=0
Game 4432: Player1=1, Player2=4, Winner=2
Game 4433: Player1=4, Player2=1, Winner=1
Game 4434: Player1=6, Player2=5, Winner=1
Game 4435: Player1=6, Player2=4, Winner=1
Game 4436: Player1=6, Player2=2, Winner=1
Game 4437: Player1=3, Player2=2, Winner=1
Game 4438: Player1=2, Player2=6, Winner=2
Game 4439: Player1=5, Player2=4, Winner=1
Game 4440: Player1=6, Player2=6, Winner=0
Game 4441: Player1=2, Player2=4, Winner=2
Game 4442: Player1=3, Player2=4, Winner=2
Game 4443: Player1=4, Player2=3, Winner=1
Game 4444: Player1=1, Player2=3, Winner=2
Game 4445: Player1=4, Player2=6, Winner=2
Game 4446: Player1=5, Player2=4, Winner=1
Game 4447: Player1=2, Player2=6, Winner=2
Game 4448: Player1=3, Player2=3, Winner=0
Game 4449: Player1=5, Player2=3, Winner=1
Game 4450: Player1=6, Player2=5, Winner=1
Game 4451: Player1=2, Player2=3, Winner=2
Game 4452: Player1=6, Player2=1, Winner=1
Game 4453: Player1=4, Player2=6, Winner=2
Game 4454: Player1=4, Player2=3, Winner=1
Game 4455: Player1=4, Player2=5, Winner=2
Game 4456: Player1=1, Player2=5, Winner=2
Game 4457: Player1=1, Player2=2, Winner=2
Game 4458: Player1=2, Player2=3, Winner=2
Game 4459: Player1=6, Player2=4, Winner=1
Game 4460: Player1=2, Player2=2, Winner=0
Game 4461: Player1=1, Player2=2, Winner=2
Game 4462: Player1=1, Player2=1, Winner=0
Game 4463: Player1=4, Player2=1, Winner=1
Game 4464: Player1=1, Player2=4, Winner=2
Game 4465: Player1=5, Player2=3, Winner=1
Game 4466: Player1=4, Player2=2, Winner=1
Game 4467: Player1=6, Player2=5, Winner=1
Game 4468: Player1=3, Player2=5, Winner=2
Game 4469: Player1=3, Player2=1, Winner=1
Game 4470: Player1=6, Player2=4, Winner=1
Game 4471: Player1=5, Player2=3, Winner=1
Game 4472: Player1=6, Player2=2, Winner=1
Game 4473: Player1=5, Player2=4, Winner=1
Game 4474: Player1=1, Player2=6, Winner=2
Game 4475: Player1=4, Player2=5, Winner=2
Game 4476: Player1=1, Player2=4, Winner=2
Game 4477: Player1=1, Player2=2, Winner=2
Game 4478: Player1=3, Player2=4, Winner=2
Game 4479: Player1=5, Player2=2, Winner=1
Game 4480: Player1=5, Player2=3, Winner=1
Game 4481: Player1=6, Player2=1, Winner=1
Game 4482: Player1=3, Player2=5, Winner=2
Game 4483: Player1=5, Player2=5, Winner=0
Game 4484: Player1=2, Player2=6, Winner=2
Game 4485: Player1=3, Player2=6, Winner=2
Game 4486: Player1=2, Player2=1, Winner=1
Game 4487: Player1=1, Player2=4, Winner=2
Game 4488: Player1=4, Player2=1, Winner=1
Game 4489: Player1=5, Player2=4, Winner=1
Game 4490: Player1=4, Player2=6, Winner=2
Game 4491: Player1=3, Player2=5, Winner=2
Game 4492: Player1=5, Player2=1, Winner=1
Game 4493: Player1=6, Player2=6, Winner=0
Game 4494: Player1=1, Player2=6, Winner=2
Game 4495: Player1=4, Player2=3, Winner=1
Game 4496: Player1=6, Player2=5, Winner=1
Game 4497: Player1=6, Player2=3, Winner=1
Game 4498: Player1=4, Player2=3, Winner=1
Game 4499: Player1=1, Player2=1, Winner=0
Game 4500: Player1=5, Player2=3, Winner=1
Game 4501: Player1=3, Player2=2, Winner=1
Game 4502: Player1=1, Player2=6, Winner=2
Game 4503: Player1=3, Player2=5, Winner=2
Game 4504: Player1=5, Player2=3, Winner=1
Game 4505: Player1=3, Player2=5, Winner=2
Game 4506: Player1=3, Player2=4, Winner=2
Game 4507: Player1=3, Player2=1, Winner=1
Game 4508: Player1=3, Player2=3, Winner=0
Game 4509: Player1=2, Player2=4, Winner=2
Game 4510: Player1=5, Player2=5, Winner=0
Game 4511: Player1=3, Player2=1, Winner=1
Game 4512: Player1=1, Player2=4, Winner=2
Game 4513: Player1=1, Player2=4, Winner=2
Game 4514: Player1=5, Player2=1, Winner=1
Game 4515: Player1=6, Player2=2, Winner=1
Game 4516: Player1=3, Player2=6, Winner=2
Game 4517: Player1=6, Player2=2, Winner=1
Game 4518: Player1=1, Player2=4, Winner=2
Game 4519: Player1=5, Player2=2, Winner=1
Game 4520: Player1=5, Player2=6, Winner=2
Game 4521: Player1=4, Player2=2, Winner=1
Game 4522: Player1=1, Player2=4, Winner=2
Game 4523: Player1=3, Player2=5, Winner=2
Game 4524: Player1=4, Player2=6, Winner=2
Game 4525: Player1=4, Player2=6, Winner=2
Game 4526: Player1=5, Player2=1, Winner=1
Game 4527: Player1=4, Player2=4, Winner=0
Game 4528: Player1=2, Player2=5, Winner=2
Game 4529: Player1=3, Player2=6, Winner=2
Game 4530: Player1=4, Player2=1, Winner=1
Game 4531: Player1=6, Player2=3, Winner=1
Game 4532: Player1=6, Player2=2, Winner=1
Game 4533: Player1=4, Player2=2, Winner=1
Game 4534: Player1=4, Player2=5, Winner=2
Game 4535: Player1=6, Player2=6, Winner=0
Game 4536: Player1=5, Player2=3, Winner=1
Game 4537: Player1=4, Player2=4, Winner=0
Game 4538: Player1=2, Player2=5, Winner=2
Game 4539: Player1=3, Player2=5, Winner=2
Game 4540: Player1=6, Player2=3, Winner=1
Game 4541: Player1=4, Player2=2, Winner=1
Game 4542: Player1=5, Player2=3, Winner=1
Game 4543: Player1=6, Player2=3, Winner=1
Game 4544: Player1=3, Player2=5, Winner=2
Game 4545: Player1=2, Player2=5, Winner=2
Game 4546: Player1=2, Player2=4, Winner=2
Game 4547: Player1=2, Player2=3, Winner=2
Game 4548: Player1=6, Player2=5, Winner=1
Game 4549: Player1=2, Player2=1, Winner=1
Game 4550: Player1=1, Player2=1, Winner=0
Game 4551: Player1=5, Player2=5, Winner=0
Game 4552: Player1=4, Player2=5, Winner=2
Game 4553: Player1=4, Player2=4, Winner=0
Game 4554: Player1=3, Player2=6, Winner=2
Game 4555: Player1=5, Player2=4, Winner=1
Game 4556: Player1=1, Player2=4, Winner=2
Game 4557: Player1=1, Player2=2, Winner=2
Game 4558: Player1=4, Player2=4, Winner=0
Game 4559: Player1=5, Player2=5, Winner=0
Game 4560: Player1=2, Player2=4, Winner=2
Game 4561: Player1=3, Player2=4, Winner=2
Game 4562: Player1=4, Player2=1, Winner=1
Game 4563: Player1=5, Player2=6, Winner=2
Game 4564: Player1=4, Player2=2, Winner=1
Game 4565: Player1=4, Player2=1, Winner=1
Game 4566: Player1=5, Player2=5, Winner=0
Game 4567: Player1=5, Player2=2, Winner=1
Game 4568: Player1=6, Player2=3, Winner=1
Game 4569: Player1=2, Player2=2, Winner=0
Game 4570: Player1=2, Player2=2, Winner=0
Game 4571: Player1=3, Player2=3, Winner=0
Game 4572: Player1=5, Player2=4, Winner=1
Game 4573: Player1=6, Player2=6, Winner=0
Game 4574: Player1=1, Player2=3, Winner=2
Game 4575: Player1=1, Player2=5, Winner=2
Game 4576: Player1=5, Player2=2, Winner=1
Game 4577: Player1=2, Player2=5, Winner=2
Game 4578: Player1=3, Player2=6, Winner=2
Game 4579: Player1=2, Player2=6, Winner=2
Game 4580: Player1=3, Player2=3, Winner=0
Game 4581: Player1=2, Player2=3, Winner=2
Game 4582: Player1=1, Player2=5, Winner=2
Game 4583: Player1=5, Player2=1, Winner=1
Game 4584: Player1=4, Player2=6, Winner=2
Game 4585: Player1=3, Player2=3, Winner=0
Game 4586: Player1=2, Player2=2, Winner=0
Game 4587: Player1=5, Player2=1, Winner=1
Game 4588: Player1=3, Player2=3, Winner=0
Game 4589: Player1=2, Player2=2, Winner=0
Game 4590: Player1=6, Player2=4, Winner=1
Game 4591: Player1=3, Player2=4, Winner=2
Game 4592: Player1=6, Player2=5, Winner=1
Game 4593: Player1=4, Player2=3, Winner=1
Game 4594: Player1=2, Player2=2, Winner=0
Game 4595: Player1=4, Player2=6, Winner=2
Game 4596: Player1=2, Player2=5, Winner=2
Game 4597: Player1=3, Player2=5, Winner=2
Game 4598: Player1=2, Player2=6, Winner=2
Game 4599: Player1=3, Player2=1, Winner=1
Game 4600: Player1=6, Player2=6, Winner=0
Game 4601: Player1=6, Player2=1, Winner=1
Game 4602: Player1=2, Player2=4, Winner=2
Game 4603: Player1=6, Player2=4, Winner=1
Game 4604: Player1=2, Player2=2, Winner=0
Game 4605: Player1=2, Player2=6, Winner=2
Game 4606: Player1=1, Player2=2, Winner=2
Game 4607: Player1=6, Player2=6, Winner=0
Game 4608: Player1=3, Player2=1, Winner=1
Game 4609: Player1=4, Player2=2, Winner=1
Game 4610: Player1=1, Player2=5, Winner=2
Game 4611: Player1=6, Player2=2, Winner=1
Game 4612: Player1=5, Player2=2, Winner=1
Game 4613: Player1=5, Player2=2, Winner=1
Game 4614: Player1=2, Player2=6, Winner=2
Game 4615: Player1=5, Player2=1, Winner=1
Game 4616: Player1=2, Player2=5, Winner=2
Game 4617: Player1=4, Player2=4, Winner=0
Game 4618: Player1=6, Player2=6, Winner=0
Game 4619: Player1=2, Player2=5, Winner=2
Game 4620: Player1=3, Player2=4, Winner=2
Game 4621: Player1=5, Player2=4, Winner=1
Game 4622: Player1=5, Player2=2, Winner=1
Game 4623: Player1=5, Player2=3, Winner=1
Game 4624: Player1=2, Player2=3, Winner=2
Game 4625: Player1=2, Player2=2, Winner=0
Game 4626: Player1=2, Player2=2, Winner=0
Game 4627: Player1=4, Player2=5, Winner=2
Game 4628: Player1=6, Player2=4, Winner=1
Game 4629: Player1=5, Player2=4, Winner=1
Game 4630: Player1=6, Player2=5, Winner=1
Game 4631: Player1=3, Player2=5, Winner=2
Game 4632: Player1=1, Player2=1, Winner=0
Game 4633: Player1=2, Player2=3, Winner=2
Game 4634: Player1=1, Player2=4, Winner=2
Game 4635: Player1=1, Player2=4, Winner=2
Game 4636: Player1=3, Player2=4, Winner=2
Game 4637: Player1=1, Player2=3, Winner=2
Game 4638: Player1=4, Player2=5, Winner=2
Game 4639: Player1=1, Player2=3, Winner=2
Game 4640: Player1=1, Player2=5, Winner=2
Game 4641: Player1=3, Player2=5, Winner=2
Game 4642: Player1=5, Player2=2, Winner=1
Game 4643: Player1=1, Player2=4, Winner=2
Game 4644: Player1=5, Player2=6, Winner=2
Game 4645: Player1=4, Player2=3, Winner=1
Game 4646: Player1=3, Player2=4, Winner=2
Game 4647: Player1=1, Player2=1, Winner=0
Game 4648: Player1=1, Player2=5, Winner=2
Game 4649: Player1=5, Player2=1, Winner=1
Game 4650: Player1=6, Player2=4, Winner=1
Game 4651: Player1=1, Player2=5, Winner=2
Game 4652: Player1=1, Player2=4, Winner=2
Game 4653: Player1=1, Player2=2, Winner=2
Game 4654: Player1=3, Player2=6, Winner=2
Game 4655: Player1=2, Player2=4, Winner=2
Game 4656: Player1=4, Player2=4, Winner=0
Game 4657: Player1=5, Player2=2, Winner=1
Game 4658: Player1=3, Player2=5, Winner=2
Game 4659: Player1=2, Player2=5, Winner=2
Game 4660: Player1=2, Player2=4, Winner=2
Game 4661: Player1=5, Player2=5, Winner=0
Game 4662: Player1=6, Player2=5, Winner=1
Game 4663: Player1=4, Player2=1, Winner=1
Game 4664: Player1=6, Player2=2, Winner=1
Game 4665: Player1=1, Player2=1, Winner=0
Game 4666: Player1=3, Player2=3, Winner=0
Game 4667: Player1=4, Player2=3, Winner=1
Game 4668: Player1=2, Player2=3, Winner=2
Game 4669: Player1=4, Player2=2, Winner=1
Game 4670: Player1=5, Player2=5, Winner=0
Game 4671: Player1=3, Player2=5, Winner=2
Game 4672: Player1=1, Player2=1, Winner=0
Game 4673: Player1=5, Player2=4, Winner=1
Game 4674: Player1=4, Player2=4, Winner=0
Game 4675: Player1=6, Player2=3, Winner=1
Game 4676: Player1=5, Player2=6, Winner=2
Game 4677: Player1=5, Player2=4, Winner=1
Game 4678: Player1=3, Player2=5, Winner=2
Game 4679: Player1=6, Player2=3, Winner=1
Game 4680: Player1=4, Player2=5, Winner=2
Game 4681: Player1=1, Player2=3, Winner=2
Game 4682: Player1=3, Player2=6, Winner=2
Game 4683: Player1=3, Player2=3, Winner=0
Game 4684: Player1=2, Player2=6, Winner=2
Game 4685: Player1=6, Player2=2, Winner=1
Game 4686: Player1=5, Player2=4, Winner=1
Game 4687: Player1=5, Player2=5, Winner=0
Game 4688: Player1=4, Player2=6, Winner=2
Game 4689: Player1=4, Player2=2, Winner=1
Game 4690: Player1=2, Player2=3, Winner=2
Game 4691: Player1=6, Player2=1, Winner=1
Game 4692: Player1=2, Player2=4, Winner=2
Game 4693: Player1=3, Player2=3, Winner=0
Game 4694: Player1=6, Player2=2, Winner=1
Game 4695: Player1=2, Player2=4, Winner=2
Game 4696: Player1=6, Player2=4, Winner=1
Game 4697: Player1=1, Player2=4, Winner=2
Game 4698: Player1=4, Player2=6, Winner=2
Game 4699: Player1=6, Player2=1, Winner=1
Game 4700: Player1=1, Player2=3, Winner=2
Game 4701: Player1=4, Player2=6, Winner=2
Game 4702: Player1=5, Player2=3, Winner=1
Game 4703: Player1=1, Player2=6, Winner=2
Game 4704: Player1=6, Player2=6, Winner=0
Game 4705: Player1=3, Player2=4, Winner=2
Game 4706: Player1=6, Player2=1, Winner=1
Game 4707: Player1=6, Player2=2, Winner=1
Game 4708: Player1=5, Player2=2, Winner=1
Game 4709: Player1=1, Player2=3, Winner=2
Game 4710: Player1=4, Player2=2, Winner=1
Game 4711: Player1=6, Player2=4, Winner=1
Game 4712: Player1=4, Player2=6, Winner=2
Game 4713: Player1=3, Player2=2, Winner=1
Game 4714: Player1=5, Player2=3, Winner=1
Game 4715: Player1=5, Player2=4, Winner=1
Game 4716: Player1=3, Player2=4, Winner=2
Game 4717: Player1=2, Player2=4, Winner=2
Game 4718: Player1=2, Player2=6, Winner=2
Game 4719: Player1=5, Player2=6, Winner=2
Game 4720: Player1=2, Player2=4, Winner=2
Game 4721: Player1=4, Player2=6, Winner=2
Game 4722: Player1=1, Player2=4, Winner=2
Game 4723: Player1=2, Player2=3, Winner=2
Game 4724: Player1=6, Player2=6, Winner=0
Game 4725: Player1=1, Player2=3, Winner=2
Game 4726: Player1=6, Player2=3, Winner=1
Game 4727: Player1=2, Player2=4, Winner=2
Game 4728: Player1=2, Player2=5, Winner=2
Game 4729: Player1=4, Player2=5, Winner=2
Game 4730: Player1=5, Player2=2, Winner=1
Game 4731: Player1=2, Player2=6, Winner=2
Game 4732: Player1=4, Player2=1, Winner=1
Game 4733: Player1=3, Player2=5, Winner=2
Game 4734: Player1=1, Player2=1, Winner=0
Game 4735: Player1=3, Player2=3, Winner=0
Game 4736: Player1=4, Player2=2, Winner=1
Game 4737: Player1=4, Player2=2, Winner=1
Game 4738: Player1=2, Player2=3, Winner=2
Game 4739: Player1=4, Player2=3, Winner=1
Game 4740: Player1=5, Player2=6, Winner=2
Game 4741: Player1=3, Player2=3, Winner=0
Game 4742: Player1=1, Player2=2, Winner=2
Game 4743: Player1=6, Player2=2, Winner=1
Game 4744: Player1=5, Player2=3, Winner=1
Game 4745: Player1=3, Player2=4, Winner=2
Game 4746: Player1=4, Player2=3, Winner=1
Game 4747: Player1=1, Player2=3, Winner=2
Game 4748: Player1=3, Player2=1, Winner=1
Game 4749: Player1=3, Player2=6, Winner=2
Game 4750: Player1=4, Player2=5, Winner=2
Game 4751: Player1=6, Player2=6, Winner=0
Game 4752: Player1=6, Player2=2, Winner=1
Game 4753: Player1=2, Player2=2, Winner=0
Game 4754: Player1=5, Player2=2, Winner=1
Game 4755: Player1=3, Player2=4, Winner=2
Game 4756: Player1=1, Player2=1, Winner=0
Game 4757: Player1=6, Player2=4, Winner=1
Game 4758: Player1=2, Player2=6, Winner=2
Game 4759: Player1=5, Player2=4, Winner=1
Game 4760: Player1=6, Player2=4, Winner=1
Game 4761: Player1=6, Player2=2, Winner=1
Game 4762: Player1=2, Player2=3, Winner=2
Game 4763: Player1=6, Player2=6, Winner=0
Game 4764: Player1=4, Player2=6, Winner=2
Game 4765: Player1=3, Player2=1, Winner=1
Game 4766: Player1=1, Player2=6, Winner=2
Game 4767: Player1=3, Player2=6, Winner=2
Game 4768: Player1=6, Player2=6, Winner=0
Game 4769: Player1=5, Player2=1, Winner=1
Game 4770: Player1=4, Player2=2, Winner=1
Game 4771: Player1=5, Player2=3, Winner=1
Game 4772: Player1=6, Player2=5, Winner=1
Game 4773: Player1=6, Player2=2, Winner=1
Game 4774: Player1=5, Player2=5, Winner=0
Game 4775: Player1=1, Player2=1, Winner=0
Game 4776: Player1=4, Player2=4, Winner=0
Game 4777: Player1=6, Player2=5, Winner=1
Game 4778: Player1=3, Player2=2, Winner=1
Game 4779: Player1=1, Player2=6, Winner=2
Game 4780: Player1=5, Player2=1, Winner=1
Game 4781: Player1=5, Player2=3, Winner=1
Game 4782: Player1=5, Player2=3, Winner=1
Game 4783: Player1=3, Player2=2, Winner=1
Game 4784: Player1=5, Player2=4, Winner=1
Game 4785: Player1=2, Player2=1, Winner=1
Game 4786: Player1=1, Player2=4, Winner=2
Game 4787: Player1=5, Player2=2, Winner=1
Game 4788: Player1=3, Player2=1, Winner=1
Game 4789: Player1=4, Player2=3, Winner=1
Game 4790: Player1=1, Player2=2, Winner=2
Game 4791: Player1=2, Player2=2, Winner=0
Game 4792: Player1=4, Player2=3, Winner=1
Game 4793: Player1=1, Player2=4, Winner=2
Game 4794: Player1=5, Player2=5, Winner=0
Game 4795: Player1=6, Player2=1, Winner=1
Game 4796: Player1=6, Player2=4, Winner=1
Game 4797: Player1=4, Player2=3, Winner=1
Game 4798: Player1=4, Player2=6, Winner=2
Game 4799: Player1=5, Player2=4, Winner=1
Game 4800: Player1=6, Player2=6, Winner=0
Game 4801: Player1=3, Player2=5, Winner=2
Game 4802: Player1=5, Player2=4, Winner=1
Game 4803: Player1=5, Player2=5, Winner=0
Game 4804: Player1=4, Player2=2, Winner=1
Game 4805: Player1=1, Player2=4, Winner=2
Game 4806: Player1=4, Player2=4, Winner=0
Game 4807: Player1=2, Player2=3, Winner=2
Game 4808: Player1=6, Player2=2, Winner=1
Game 4809: Player1=4, Player2=1, Winner=1
Game 4810: Player1=1, Player2=2, Winner=2
Game 4811: Player1=1, Player2=5, Winner=2
Game 4812: Player1=2, Player2=3, Winner=2
Game 4813: Player1=6, Player2=3, Winner=1
Game 4814: Player1=5, Player2=2, Winner=1
Game 4815: Player1=1, Player2=2, Winner=2
Game 4816: Player1=5, Player2=2, Winner=1
Game 4817: Player1=1, Player2=4, Winner=2
Game 4818: Player1=1, Player2=3, Winner=2
Game 4819: Player1=3, Player2=4, Winner=2
Game 4820: Player1=2, Player2=2, Winner=0
Game 4821: Player1=3, Player2=4, Winner=2
Game 4822: Player1=3, Player2=5, Winner=2
Game 4823: Player1=5, Player2=4, Winner=1
Game 4824: Player1=5, Player2=5, Winner=0
Game 4825: Player1=4, Player2=3, Winner=1
Game 4826: Player1=6, Player2=6, Winner=0
Game 4827: Player1=4, Player2=1, Winner=1
Game 4828: Player1=6, Player2=4, Winner=1
Game 4829: Player1=1, Player2=3, Winner=2
Game 4830: Player1=3, Player2=4, Winner=2
Game 4831: Player1=5, Player2=6, Winner=2
Game 4832: Player1=6, Player2=3, Winner=1
Game 4833: Player1=5, Player2=2, Winner=1
Game 4834: Player1=5, Player2=5, Winner=0
Game 4835: Player1=4, Player2=3, Winner=1
Game 4836: Player1=1, Player2=1, Winner=0
Game 4837: Player1=5, Player2=2, Winner=1
Game 4838: Player1=3, Player2=6, Winner=2
Game 4839: Player1=4, Player2=5, Winner=2
Game 4840: Player1=6, Player2=5, Winner=1
Game 4841: Player1=5, Player2=2, Winner=1
Game 4842: Player1=4, Player2=3, Winner=1
Game 4843: Player1=2, Player2=1, Winner=1
Game 4844: Player1=3, Player2=3, Winner=0
Game 4845: Player1=5, Player2=4, Winner=1
Game 4846: Player1=6, Player2=3, Winner=1
Game 4847: Player1=4, Player2=6, Winner=2
Game 4848: Player1=3, Player2=6, Winner=2
Game 4849: Player1=2, Player2=1, Winner=1
Game 4850: Player1=4, Player2=6, Winner=2
Game 4851: Player1=5, Player2=3, Winner=1
Game 4852: Player1=4, Player2=1, Winner=1
Game 4853: Player1=2, Player2=3, Winner=2
Game 4854: Player1=1, Player2=1, Winner=0
Game 4855: Player1=4, Player2=6, Winner=2
Game 4856: Player1=1, Player2=5, Winner=2
Game 4857: Player1=2, Player2=4, Winner=2
Game 4858: Player1=5, Player2=2, Winner=1
Game 4859: Player1=3, Player2=2, Winner=1
Game 4860: Player1=6, Player2=3, Winner=1
Game 4861: Player1=4, Player2=5, Winner=2
Game 4862: Player1=3, Player2=6, Winner=2
Game 4863: Player1=4, Player2=4, Winner=0
Game 4864: Player1=2, Player2=5, Winner=2
Game 4865: Player1=2, Player2=4, Winner=2
Game 4866: Player1=4, Player2=2, Winner=1
Game 4867: Player1=6, Player2=3, Winner=1
Game 4868: Player1=6, Player2=5, Winner=1
Game 4869: Player1=5, Player2=6, Winner=2
Game 4870: Player1=6, Player2=4, Winner=1
Game 4871: Player1=1, Player2=5, Winner=2
Game 4872: Player1=2, Player2=1, Winner=1
Game 4873: Player1=5, Player2=2, Winner=1
Game 4874: Player1=2, Player2=5, Winner=2
Game 4875: Player1=6, Player2=1, Winner=1
Game 4876: Player1=4, Player2=2, Winner=1
Game 4877: Player1=6, Player2=5, Winner=1
Game 4878: Player1=5, Player2=5, Winner=0
Game 4879: Player1=2, Player2=4, Winner=2
Game 4880: Player1=4, Player2=4, Winner=0
Game 4881: Player1=4, Player2=4, Winner=0
Game 4882: Player1=6, Player2=3, Winner=1
Game 4883: Player1=6, Player2=6, Winner=0
Game 4884: Player1=6, Player2=3, Winner=1
Game 4885: Player1=5, Player2=1, Winner=1
Game 4886: Player1=3, Player2=2, Winner=1
Game 4887: Player1=3, Player2=4, Winner=2
Game 4888: Player1=1, Player2=2, Winner=2
Game 4889: Player1=2, Player2=1, Winner=1
Game 4890: Player1=6, Player2=5, Winner=1
Game 4891: Player1=1, Player2=3, Winner=2
Game 4892: Player1=3, Player2=5, Winner=2
Game 4893: Player1=2, Player2=6, Winner=2
Game 4894: Player1=1, Player2=5, Winner=2
Game 4895: Player1=1, Player2=6, Winner=2
Game 4896: Player1=4, Player2=4, Winner=0
Game 4897: Player1=4, Player2=4, Winner=0
Game 4898: Player1=6, Player2=5, Winner=1
Game 4899: Player1=2, Player2=2, Winner=0
Game 4900: Player1=5, Player2=4, Winner=1
Game 4901: Player1=4, Player2=1, Winner=1
Game 4902: Player1=3, Player2=3, Winner=0
Game 4903: Player1=2, Player2=3, Winner=2
Game 4904: Player1=1, Player2=5, Winner=2
Game 4905: Player1=1, Player2=6, Winner=2
Game 4906: Player1=3, Player2=5, Winner=2
Game 4907: Player1=2, Player2=6, Winner=2
Game 4908: Player1=2, Player2=4, Winner=2
Game 4909: Player1=5, Player2=1, Winner=1
Game 4910: Player1=6, Player2=1, Winner=1
Game 4911: Player1=2, Player2=4, Winner=2
Game 4912: Player1=1, Player2=1, Winner=0
Game 4913: Player1=4, Player2=2, Winner=1
Game 4914: Player1=3, Player2=5, Winner=2
Game 4915: Player1=5, Player2=4, Winner=1
Game 4916: Player1=4, Player2=4, Winner=0
Game 4917: Player1=5, Player2=2, Winner=1
Game 4918: Player1=1, Player2=5, Winner=2
Game 4919: Player1=3, Player2=1, Winner=1
Game 4920: Player1=4, Player2=6, Winner=2
Game 4921: Player1=2, Player2=2, Winner=0
Game 4922: Player1=1, Player2=4, Winner=2
Game 4923: Player1=5, Player2=3, Winner=1
Game 4924: Player1=2, Player2=3, Winner=2
Game 4925: Player1=6, Player2=1, Winner=1
Game 4926: Player1=2, Player2=4, Winner=2
Game 4927: Player1=5, Player2=6, Winner=2
Game 4928: Player1=1, Player2=3, Winner=2
Game 4929: Player1=5, Player2=1, Winner=1
Game 4930: Player1=2, Player2=2, Winner=0
Game 4931: Player1=5, Player2=6, Winner=2
Game 4932: Player1=3, Player2=5, Winner=2
Game 4933: Player1=4, Player2=6, Winner=2
Game 4934: Player1=4, Player2=3, Winner=1
Game 4935: Player1=3, Player2=4, Winner=2
Game 4936: Player1=1, Player2=2, Winner=2
Game 4937: Player1=5, Player2=5, Winner=0
Game 4938: Player1=4, Player2=3, Winner=1
Game 4939: Player1=1, Player2=4, Winner=2
Game 4940: Player1=1, Player2=6, Winner=2
Game 4941: Player1=4, Player2=2, Winner=1
Game 4942: Player1=2, Player2=5, Winner=2
Game 4943: Player1=4, Player2=2, Winner=1
Game 4944: Player1=5, Player2=5, Winner=0
Game 4945: Player1=1, Player2=3, Winner=2
Game 4946: Player1=2, Player2=4, Winner=2
Game 4947: Player1=3, Player2=6, Winner=2
Game 4948: Player1=2, Player2=1, Winner=1
Game 4949: Player1=4, Player2=3, Winner=1
Game 4950: Player1=2, Player2=6, Winner=2
Game 4951: Player1=2, Player2=6, Winner=2
Game 4952: Player1=4, Player2=3, Winner=1
Game 4953: Player1=1, Player2=5, Winner=2
Game 4954: Player1=5, Player2=2, Winner=1
Game 4955: Player1=2, Player2=3, Winner=2
Game 4956: Player1=4, Player2=1, Winner=1
Game 4957: Player1=1, Player2=1, Winner=0
Game 4958: Player1=4, Player2=5, Winner=2
Game 4959: Player1=5, Player2=2, Winner=1
Game 4960: Player1=6, Player2=2, Winner=1
Game 4961: Player1=4, Player2=6, Winner=2
Game 4962: Player1=3, Player2=2, Winner=1
Game 4963: Player1=4, Player2=4, Winner=0
Game 4964: Player1=3, Player2=6, Winner=2
Game 4965: Player1=5, Player2=3, Winner=1
Game 4966: Player1=5, Player2=5, Winner=0
Game 4967: Player1=4, Player2=1, Winner=1
Game 4968: Player1=1, Player2=6, Winner=2
Game 4969: Player1=3, Player2=2, Winner=1
Game 4970: Player1=6, Player2=1, Winner=1
Game 4971: Player1=6, Player2=4, Winner=1
Game 4972: Player1=3, Player2=5, Winner=2
Game 4973: Player1=1, Player2=4, Winner=2
Game 4974: Player1=2, Player2=4, Winner=2
Game 4975: Player1=6, Player2=2, Winner=1
Game 4976: Player1=1, Player2=4, Winner=2
Game 4977: Player1=2, Player2=3, Winner=2
Game 4978: Player1=2, Player2=2, Winner=0
Game 4979: Player1=2, Player2=3, Winner=2
Game 4980: Player1=3, Player2=2, Winner=1
Game 4981: Player1=3, Player2=3, Winner=0
Game 4982: Player1=4, Player2=5, Winner=2
Game 4983: Player1=1, Player2=5, Winner=2
Game 4984: Player1=5, Player2=3, Winner=1
Game 4985: Player1=3, Player2=5, Winner=2
Game 4986: Player1=5, Player2=1, Winner=1
Game 4987: Player1=6, Player2=1, Winner=1
Game 4988: Player1=1, Player2=1, Winner=0
Game 4989: Player1=2, Player2=2, Winner=0
Game 4990: Player1=5, Player2=5, Winner=0
Game 4991: Player1=4, Player2=1, Winner=1
Game 4992: Player1=1, Player2=5, Winner=2
Game 4993: Player1=4, Player2=1, Winner=1
Game 4994: Player1=5, Player2=1, Winner=1
Game 4995: Player1=2, Player2=5, Winner=2
Game 4996: Player1=5, Player2=2, Winner=1
Game 4997: Player1=4, Player2=4, Winner=0
Game 4998: Player1=6, Player2=6, Winner=0
Game 4999: Player1=6, Player2=4, Winner=1
Game 5000: Player1=1, Player2=1, Winner=0
Game 5001: Player1=2, Player2=2, Winner=0
Game 5002: Player1=2, Player2=2, Winner=0
Game 5003: Player1=2, Player2=3, Winner=2
Game 5004: Player1=6, Player2=6, Winner=0
Game 5005: Player1=6, Player2=2, Winner=1
Game 5006: Player1=5, Player2=5, Winner=0
Game 5007: Player1=2, Player2=5, Winner=2
Game 5008: Player1=1, Player2=5, Winner=2
Game 5009: Player1=2, Player2=6, Winner=2
Game 5010: Player1=2, Player2=3, Winner=2
Game 5011: Player1=4, Player2=2, Winner=1
